"Location","Pallet number","Item","Description","Lot code","Expiry date","Inventory status","Cases qty","Cases UOM","Base qty","Base UOM"
"266-025-30","50006353","GCC4205","RSC MED SUB 6ct Nested","176322","29/04/2049","Good","864.00","cs","864.00","ea"
"266-026-10","50008633","GCC100425","RSC 6ct Minis XL SUB","176687","30/05/2045","Good","1350.00","cs","1350.00","ea"
"266-026-10","50004158","GCC101930","Base 80ct Med SUB Vday 19 WG","166786","28/09/2048","Good","105.00","cs","105.00","ea"
"266-026-20","50008630","GCC100425","RSC 6ct Minis XL SUB","176687","30/05/2049","Good","1350.00","cs","1350.00","ea"
"266-026-20","50010143","GCC100606","PDQ Tanabe 6ct Minis SUB","99999","31/05/2049","Good","226.00","cs","226.00","ea"
"266-026-30","50015695","GCC100612","HSC 2x6 Med Sub Xmas","50617","29/04/2049","Good","600.00","cs","600.00","ea"
"266-027-10","50007056","GCC101562","Bottom Support VDAY 2019","164148","31/12/2048","Good","1080.00","cs","1080.00","ea"
"266-027-20","50014394","GCC100209","Partition 45ct Mxed XL Display","162942","30/05/2048","Good","587.00","cs","587.00","ea"
"266-027-20","50014395","GCC101410","SUB LG PepBrk Snowmn NFPW","124963","31/08/2048","Good","7793.00","cs","7793.00","ea"
"266-028-10","50034166","GCC101173","LT Side Panel 48ct MXD HTcocoa","239903","31/10/2048","Good","670.00","cs","670.00","ea"
"266-028-20","50010158","GCC6039","PDQ XL-C Gold Bag 10ct Sams","164455","25/07/2048","Good","320.00","cs","320.00","ea"
"266-029-10","50010162","GCC4448","HSC MINI PCH DSPLY 45ct","128325","30/01/2046","Good","200.00","cs","200.00","ea"
"266-029-10","50010709","GCC100605","PDQ Tanabe 6ct choc covered","144241","31/01/2047","Good","800.00","cs","800.00","ea"
"266-029-20","50008627","GCC2217","FOL MED SUB SDK 30ct","136428","30/04/2048","Good","55.00","cs","55.00","ea"
"266-029-20","50008628","GCC101600","SUB LG DSC DK SS Car 2018 NFPW","864213","30/04/2048","Good","16000.00","cs","16000.00","ea"
"266-029-30","50010660","GCC5285","TRAY Cndymkg DSPLY Wide 48ct","158866","29/08/2048","Good","334.00","cs","334.00","ea"
"266-030-10","50010736","GCC3765","HSC 72ct DSPLY","156277","30/11/2047","Good","59.00","cs","59.00","ea"
"266-030-10","50010737","GCC3765","HSC 72ct DSPLY","156277","30/11/2047","Good","100.00","cs","100.00","ea"
"266-030-20","50006040","GCC100308","SUB Med Minis Dark Choc","127997","28/02/2049","Good","29250.00","cs","29250.00","ea"
"266-030-20","50008639","GCC4839","HSC Stackable Case 18ct SPR","144329","30/11/2047","Good","78.00","cs","78.00","ea"
"266-030-30","50041717","GCC102069","RT Side Panel MedDsply ED 2019","175584","29/04/2049","Good","1000.00","cs","1000.00","ea"
"266-031-10","50004341","GCC101170","Pad med maxi optimized display","171880","31/01/2049","Good","1080.00","cs","1080.00","ea"
"266-031-10","50010710","GCC8516","Corrugated Pallet Pad 48x40","174916","31/03/2049","Good","226.00","cs","226.00","ea"
"266-031-20","50008661","GCC100262","Dump Bin XS bag","100262","30/04/2024","Good","12.00","cs","12.00","ea"
"266-031-20","50009325","GCC102074","Header 72ct Med Sub InnovCar19","171886","30/01/2049","Good","584.00","cs","584.00","ea"
"266-032-20","50007040","GCC5252","RSC XMS XL SUB 6ct FDM","176365","30/05/2049","Good","400.00","cs","400.00","ea"
"266-032-20","50007041","GCC5252","RSC XMS XL SUB 6ct FDM","176365","30/05/2049","Good","400.00","cs","400.00","ea"
"266-032-30","50035240","GCC5480","TRAY MED SUB SHPR 80ct WG","177362","30/05/2049","Good","2400.00","cs","2400.00","ea"
"266-032-30","50035239","GCC5840","GIFT BOX Twist Eleg XMS16","177362","31/05/2049","Good","2400.00","cs","2400.00","ea"
"266-033-10","50034163","GCC100425","RSC 6ct Minis XL SUB","176687","30/05/2049","Good","1350.00","cs","1350.00","ea"
"266-033-10","50034164","GCC2842","PL CAP 46.75 x 40 x 3","11111","31/05/2049","Good","147.00","cs","147.00","ea"
"266-033-20","50034165","GCC101445","72ct counter disp shelf insert","168774","30/10/2048","Good","290.00","cs","290.00","ea"
"266-033-30","50008230","GCC2843","PL CAP 46 x 40.5 x 2.5","156756","31/07/2048","Good","10.00","cs","10.00","ea"
"266-033-30","50037270","GCC4040","PDQ Stackable Case 18ct","176319","29/04/2049","Good","1100.00","cs","1100.00","ea"
"266-034-10","50014393","GCC101348","Easel 192ct Impulse SDK","163987","29/06/2048","Good","300.00","cs","300.00","ea"
"266-034-20","50010407","GCC100187","RSC Dsply Eday Bars Club","137063","30/07/2046","Good","450.00","cs","450.00","ea"
"266-034-20","50039928","GCC100571","Insert 7ct Hex Box","148753","30/05/2049","Good","172.00","cs","172.00","ea"
"266-034-30","50010409","GCC102134","Pad Corrugate XL/XXL SUB CLUB","175198","30/03/2049","Good","280.00","cs","280.00","ea"
"266-034-30","50010410","GCC102134","Pad Corrugate XL/XXL SUB CLUB","175198","30/03/2049","Good","280.00","cs","280.00","ea"
"266-035-10","50007777","GCC4933","HSC XL SUB 10ct Club Shlf Rdy","158260","31/01/2048","Good","112.00","cs","112.00","ea"
"266-035-20","50013866","GCC101444","72ct Counter display shell ED","168773","30/10/2048","Good","960.00","cs","960.00","ea"
"266-035-20","50013867","GCC101444","72ct Counter display shell ED","168773","30/10/2048","Good","960.00","cs","960.00","ea"
"266-035-30","50013642","GCC6028","RSC TWN SUB 12ct XMS","140928","30/09/2047","Good","390.00","cs","390.00","ea"
"266-036-20","50006404","GCC101178","Side Panel RT 54ct Mxd CndyMkg","176288","29/04/2049","Good","884.00","cs","884.00","ea"
"266-036-20","50006405","GCC5139","PDQ LG SUB 12ct XMS","176353","30/05/2049","Good","640.00","cs","640.00","ea"
"266-036-30","50010411","GCC102134","Pad Corrugate XL/XXL SUB CLUB","175198","30/03/2049","Good","280.00","cs","280.00","ea"
"266-036-30","50010412","GCC102134","Pad Corrugate XL/XXL SUB CLUB","175198","30/03/2049","Good","280.00","cs","280.00","ea"
"266-037-10","50039941","GCC5247","RSC XL SUB  6ct FDM","173553","28/02/2049","Good","400.00","cs","400.00","ea"
"266-037-10","50037433","GCC3274","HSC BASE DSPLY XMS","176445","30/05/2049","Good","90.00","cs","90.00","ea"
"266-037-20","50013853","GCC3353","RSC TWN SUB 12ct SPR","154841","30/11/2047","Good","125.00","cs","125.00","ea"
"266-037-20","50014802","GCC8285","Crnrbrd 40.25 x 2.5 x 2.5","159266","30/05/2049","Good","1782.00","cs","1782.00","ea"
"266-038-10","50008943","GCC2318","PDQ LG SUB 12ct Canada","162519","30/05/2048","Good","0.75","cs","9.00","ea"
"266-038-10","50035874","GCC100561","Vert Partition 72ct chip dsply","168973","30/06/2048","Good","234.00","cs","234.00","ea"
"266-038-20","50005706","GCC4040","PDQ Stackable Case 18ct","176319","29/04/2049","Good","1100.00","cs","1100.00","ea"
"266-038-30","50041079","GCC5480","TRAY MED SUB SHPR 80ct WG","177362","30/05/2049","Good","2400.00","cs","2400.00","ea"
"266-038-30","50041080","GCC5480","TRAY MED SUB SHPR 80ct WG","177362","30/05/2049","Good","2400.00","cs","2400.00","ea"
"266-039-10","50017686","GCC3807","HSC MED SUB ED QTRPL","162712","30/04/2018","Good","46.00","cs","46.00","ea"
"266-039-10","50017653","GCC3715","SHPR MED SUB 40ct SDK","153873","30/03/2019","Good","30.00","cs","30.00","ea"
"266-039-20","50006416","GCC5247","RSC XL SUB  6ct FDM","173553","28/02/2049","Good","400.00","cs","400.00","ea"
"266-039-20","50006417","GCC5247","RSC XL SUB  6ct FDM","173553","28/02/2049","Good","400.00","cs","400.00","ea"
"266-039-30","50008539","GCC3274","HSC BASE DSPLY XMS","176445","30/05/2049","Good","90.00","cs","90.00","ea"
"266-040-10","50039949","GCC4430","HSC CDY 50ct","174130","29/04/2049","Good","2880.00","cs","2880.00","ea"
"266-040-10","50039950","GCC5252","RSC XMS XL SUB 6ct FDM","176365","30/05/2049","Good","400.00","cs","400.00","ea"
"266-040-20","50002868","GCC3765","HSC 72ct DSPLY","156277","30/11/2047","Good","100.00","cs","100.00","ea"
"266-040-20","50039942","GCC5247","RSC XL SUB  6ct FDM","173553","28/02/2049","Good","400.00","cs","400.00","ea"
"266-040-30","50041048","GCC100612","HSC 2x6 Med Sub Xmas","176347","30/05/2049","Good","600.00","cs","600.00","ea"
"266-041-10","50006381","GCC100611","PDQ 2x6 Med Sub XMAS","176347","30/05/2049","Good","2200.00","cs","2200.00","ea"
"266-041-20","50009323","GCC2942","FOL CASE Mxd Bar SHPR","176314","30/05/2049","Good","300.00","cs","300.00","ea"
"266-041-20","50009324","GCC2942","FOL CASE Mxd Bar SHPR","176314","30/05/2049","Good","300.00","cs","300.00","ea"
"266-041-30","50005707","GCC4040","PDQ Stackable Case 18ct","176319","29/04/2049","Good","1100.00","cs","1100.00","ea"
"266-041-30","50017702","GCC102516","TRAY 14ct SUB-600 ID SSS BJ 19","176530","30/05/2049","Good","225.00","cs","225.00","ea"
"266-042-20","50007778","GCC100808","PDQ 10 ct XL-C SUB Minis","170713","30/11/2041","Good","217.00","cs","217.00","ea"
"266-042-20","50010844","GCC2258","FILLER BACK CDY QTRPL XMS10","149796","30/07/2047","Good","398.00","cs","398.00","ea"
"266-042-30","50041049","GCC100612","HSC 2x6 Med Sub Xmas","176347","30/05/2049","Good","3900.00","cs","3900.00","ea"
"266-043-20","50010408","GCC5750","RSC Bkg DSPLY vert","99999","30/06/2047","Good","92.00","cs","92.00","ea"
"266-043-30","50041064","GCC8516","Corrugated Pallet Pad 48x40","174916","30/03/2049","Good","280.00","cs","280.00","ea"
"266-043-30","50041052","GCC4943","PDQ XSML XMAS 24ct Perf Rev","176696","30/05/2049","Good","3300.00","cs","3300.00","ea"
"266-044-10","50002898","GCC3765","HSC 72ct DSPLY","149069","27/06/2047","Good","100.00","cs","100.00","ea"
"266-044-10","50002899","GCC100652","RSC False Case Club Pallet","164461","29/06/2048","Good","300.00","cs","300.00","ea"
"266-044-20","50013851","GCC5247","RSC XL SUB  6ct FDM","173554","30/03/2049","Good","400.00","cs","400.00","ea"
"266-044-20","50013852","GCC5247","RSC XL SUB  6ct FDM","173554","30/03/2049","Good","400.00","cs","400.00","ea"
"266-044-30","50041022","GCC100612","HSC 2x6 Med Sub Xmas","176347","30/05/2049","Good","600.00","cs","600.00","ea"
"266-044-30","50041023","GCC100612","HSC 2x6 Med Sub Xmas","176347","30/05/2049","Good","600.00","cs","600.00","ea"
"266-045-10","50008986","GCC4205","RSC MED SUB 6ct Nested","176322","29/04/2049","Good","1200.00","cs","1200.00","ea"
"266-045-10","50002873","GCC3273","TRAY LG SUB SHPR Litho XMS","176445","30/05/2049","Good","600.00","cs","600.00","ea"
"266-045-20","50013827","GCC6010","RSC LG SUB XMS 12ct","147904","29/06/2047","Good","900.00","cs","900.00","ea"
"266-045-20","50006410","GCC100302","PDQ 84 ct Mixed bar CVS 2016","140978","30/05/2049","Good","210.00","cs","210.00","ea"
"266-045-30","50041020","GCC102516","TRAY 14ct SUB-600 ID SSS BJ 19","176530","30/05/2049","Good","225.00","cs","225.00","ea"
"266-045-30","50041001","GCC102516","TRAY 14ct SUB-600 ID SSS BJ 19","176530","30/05/2049","Good","225.00","cs","225.00","ea"
"266-046-10","50039954","GCC5139","PDQ LG SUB 12ct XMS","176533","30/05/2049","Good","640.00","cs","640.00","ea"
"266-046-10","50039955","GCC5139","PDQ LG SUB 12ct XMS","176353","31/05/2049","Good","640.00","cs","640.00","ea"
"266-046-20","50014792","GCC4576","PDQ SQUARE BOX VDAY","140348","30/10/2046","Good","1050.00","cs","1050.00","ea"
"266-046-20","50014960","GCC2250","COLUMN QTRPL XMS10","168083","29/04/2048","Good","23.00","cs","23.00","ea"
"266-046-30","50041081","GCC5480","TRAY MED SUB SHPR 80ct WG","177362","30/05/2049","Good","2400.00","cs","2400.00","ea"
"266-046-30","50041082","GCC5480","TRAY MED SUB SHPR 80ct WG","177362","30/05/2049","Good","2400.00","cs","2400.00","ea"
"266-047-10","50037436","GCC5139","PDQ LG SUB 12ct XMS","176353","30/05/2049","Good","640.00","cs","640.00","ea"
"266-047-10","50037437","GCC5139","PDQ LG SUB 12ct XMS","176353","30/05/2049","Good","640.00","cs","640.00","ea"
"266-047-20","50003334","GCCS-13302","Uline Case 15x11x9","99999","31/05/2049","Good","72.00","cs","72.00","ea"
"266-047-20","50003318","GCC100599","PDQ TANABE 6ct Med SUB","157086","31/12/2047","Good","665.00","cs","665.00","ea"
"266-048-10","50005387","GCC4040","PDQ Stackable Case 18ct","176319","29/04/2049","Good","1100.00","cs","1100.00","ea"
"266-048-20","50006406","GCC5139","PDQ LG SUB 12ct XMS","176353","30/05/2049","Good","640.00","cs","640.00","ea"
"266-048-30","50039800","GCC7754","Cornerboards 42 x 2.5 x 2.5","175204","31/05/2049","Good","1189.00","cs","1189.00","ea"
"266-049-10","50035925","GCC101184","Shipper Med Optimized Dsply","163981","29/06/2048","Good","76.00","cs","76.00","ea"
"266-049-10","50006408","GCC5139","PDQ LG SUB 12ct XMS","176353","30/05/2049","Good","640.00","cs","640.00","ea"
"266-049-10","50013834","GCC102327","TRAY 4-Tier Baking QTR PL","278840","30/05/2049","Good","150.00","cs","150.00","ea"
"266-049-20","50006409","GCC5139","PDQ LG SUB 12ct XMS","176353","30/05/2049","Good","640.00","cs","640.00","ea"
"266-049-30","50013641","GCC4736","PDQ Med SUB Stand Up 12ct SPR","169798","30/11/2048","Good","1400.00","cs","1400.00","ea"
"266-050-10","50013840","GCC100611","PDQ 2x6 Med Sub XMAS","176347","30/05/2049","Good","2200.00","cs","2200.00","ea"
"266-050-20","50040690","GCC4643","TRAY TOP Bkg QTRPL","165384","19/07/2048","Good","150.00","cs","150.00","ea"
"266-051-10","50009080","GCC100612","HSC 2x6 Med Sub Xmas","176347","31/05/2049","Good","600.00","cs","600.00","ea"
"266-051-20","50014901","GCC6018","SUB TWN Dk Bourbon Car","176364","29/04/2049","Good","625.00","cs","625.00","ea"
"266-051-20","50014902","GCC6028","RSC TWN SUB 12ct XMS","176364","29/04/2049","Good","625.00","cs","625.00","ea"
"266-052-20","50040687","GCC102515","TRAY 14ct SUB-710 MVM Costco19","176307","30/05/2049","Good","225.00","cs","225.00","ea"
"266-053-20","50009356","GCC7016","SHPR RSC Baking 78ct mix","128351","30/10/2048","Good","250.00","cs","250.00","ea"
"266-053-20","50009358","GCC5480","TRAY MED SUB SHPR 80ct WG","166787","30/12/2048","Good","2400.00","cs","2400.00","ea"
"266-053-30","50002964","GCC4205","RSC MED SUB 6ct Nested","176323","30/05/2049","Good","1200.00","cs","1200.00","ea"
"266-053-30","50002965","GCC4205","RSC MED SUB 6ct Nested","176323","30/05/2049","Good","1200.00","cs","1200.00","ea"
"266-054-10","50015781","GCC3647","INSERT 2lbs Candymaking Club","154233","30/10/2047","Good","280.00","cs","280.00","ea"
"266-054-30","50040073","GCC101397","RSC R&R Easter 12ct Large Egg","28565","30/11/2047","Good","600.00","cs","600.00","ea"
"266-054-30","50040074","GCC101397","RSC R&R Easter 12ct Large Egg","28565","30/11/2047","Good","600.00","cs","600.00","ea"
"266-055-10","50006383","GCC101162","Base Med Optimized Display","176284","29/04/2049","Good","300.00","cs","300.00","ea"
"266-055-10","50006384","GCC101162","Base Med Optimized Display","176284","29/04/2049","Good","300.00","cs","300.00","ea"
"266-055-30","50004312","GCC102515","TRAY 14ct SUB-710 MVM Costco19","176306","29/04/2049","Good","225.00","cs","225.00","ea"
"266-056-10","50010127","GCC2799","CASE INSERT 12ct XXL SUB","135304","29/09/2047","Good","1200.00","cs","1200.00","ea"
"266-056-20","50015739","GCC6028","RSC TWN SUB 12ct XMS","176364","29/04/2049","Good","625.00","cs","625.00","ea"
"266-056-20","50010289","GCC100262","Dump Bin XS bag","99999","31/05/2049","Good","38.00","cs","38.00","ea"
"266-057-10","50038181","GCC3822","TRAY Bkg Pwdr 48ct DSPLY","114998","31/12/2044","Good","95.00","cs","95.00","ea"
"266-057-20","50003353","GCCS-4643","Uline Case 20x16x8","176469","30/04/2049","Good","200.00","cs","200.00","ea"
"266-057-20","50003333","GCC4576","PDQ SQUARE BOX VDAY","99999","31/05/2049","Good","436.00","cs","436.00","ea"
"266-057-30","50009938","GCC3274","HSC BASE DSPLY XMS","177417","30/06/2049","Good","90.00","cs","90.00","ea"
"266-057-30","50009939","GCC3274","HSC BASE DSPLY XMS","177417","30/06/2049","Good","90.00","cs","90.00","ea"
"266-058-20","50004137","GCCS-4137","Uline Case 14x8x6","11111","29/09/2046","Good","20.00","cs","20.00","ea"
"266-058-20","50034157","GCC5139","PDQ LG SUB 12ct XMS","176353","30/05/2049","Good","640.00","cs","640.00","ea"
"266-058-30","50041716","GCC101555","Shipper VDAY display 2019","101555","30/08/2048","Good","115.00","cs","115.00","ea"
"266-059-10","50003339","GCC5647","INSERT BTM CvrCh DSPLY 60ct","131176","30/03/2046","Good","274.00","cs","274.00","ea"
"266-059-10","50008329","GCC6010","RSC LG SUB XMS 12ct","147904","29/06/2047","Good","900.00","cs","900.00","ea"
"266-059-20","50037935","GCC3391","TRAY BOTTOM QTRPL XMS12","163027","30/05/2048","Good","300.00","cs","300.00","ea"
"266-059-20","50003349","GCC4943","PDQ XSML XMAS 24ct Perf Rev","32152","30/11/2048","Good","187.00","cs","187.00","ea"
"266-059-30","50007651","GCC3353","RSC TWN SUB 12ct SPR","154841","30/11/2047","Good","125.00","cs","125.00","ea"
"266-059-30","50016962","GCC3138","RSC TWN SUB 12ct","164002","31/05/2049","Good","138.00","cs","138.00","ea"
"266-060-10","50004139","GCC5779","BASE DSPLY Med SUB 96ct","146005","30/11/2047","Good","160.00","cs","160.00","ea"
"266-060-10","50006054","GCC102327","TRAY 4-Tier Baking QTR PL","176302","31/05/2049","Good","150.00","cs","150.00","ea"
"266-060-20","50037324","GCC5247","RSC XL SUB  6ct FDM","173554","30/03/2049","Good","400.00","cs","400.00","ea"
"266-060-20","50034156","GCC100425","RSC 6ct Minis XL SUB","176687","30/05/2049","Good","1350.00","cs","1350.00","ea"
"266-060-30","50037325","GCC101596","SUB LG DSC MK Car 2018 NFPW","127317","30/03/2049","Good","16000.00","cs","16000.00","ea"
"266-061-10","50003338","GCC3762","PARTITION 72ct DSPLY","149067","30/07/2047","Good","24.00","cs","24.00","ea"
"266-061-20","50010701","GCC2165","RSC LG SUB 6ct","155434","30/10/2047","Good","64.00","cs","64.00","ea"
"266-062-10","50010159","GCC5649","RSC FL CvrCh DSPLY 60ct","149925","30/07/2047","Good","100.00","cs","100.00","ea"
"266-062-10","50010160","GCC101444","72ct Counter display shell ED","159245","27/02/2048","Good","640.00","cs","640.00","ea"
"266-062-20","50008629","GCC101345","SUB LG Ltd Ed XMS18 NFPW","123838","30/11/2048","Good","2200.00","cs","2200.00","ea"
"266-062-20","50034158","GCC6028","RSC TWN SUB 12ct XMS","176364","29/04/2049","Good","625.00","cs","625.00","ea"
"266-062-30","50009955","GCC3274","HSC BASE DSPLY XMS","177417","30/06/2049","Good","90.00","cs","90.00","ea"
"266-062-30","50009956","GCC3274","HSC BASE DSPLY XMS","177417","30/06/2049","Good","90.00","cs","90.00","ea"
"266-063-10","50006347","GCC3813","TRAY BOTTOM ED SUB QTRPL","152321","29/09/2047","Good","62.00","cs","62.00","ea"
"266-063-10","50003328","GCC4207","BASE Mxd Bar SHPR Blue","17325","31/05/2049","Good","168.00","cs","168.00","ea"
"266-063-20","50015730","GCC6028","RSC TWN SUB 12ct XMS","176364","29/04/2049","Good","625.00","cs","625.00","ea"
"266-063-20","50015738","GCC6028","RSC TWN SUB 12ct XMS","176364","29/04/2049","Good","625.00","cs","625.00","ea"
"266-063-30","50009975","GCC3274","HSC BASE DSPLY XMS","177417","30/06/2049","Good","90.00","cs","90.00","ea"
"266-063-30","50009976","GCC3274","HSC BASE DSPLY XMS","177417","30/06/2049","Good","90.00","cs","90.00","ea"
"266-064-10","50011713","GCC8285","Crnrbrd 40.25 x 2.5 x 2.5","158870","27/02/2048","Good","1782.00","cs","1782.00","ea"
"266-064-20","50010126","GCC100606","PDQ Tanabe 6ct Minis SUB","144241","27/02/2047","Good","960.00","cs","960.00","ea"
"266-064-20","50011671","GCC3771","PL CAP 45.125x39.25x2.5 Print","99999","30/10/2047","Good","55.00","cs","55.00","ea"
"266-065-20","50032149","GCC5749","BASE Bkg DSPLY vert","176332","30/06/2049","Good","300.00","cs","300.00","ea"
"266-065-30","50009985","GCC3274","HSC BASE DSPLY XMS","177417","30/06/2049","Good","90.00","cs","90.00","ea"
"266-065-30","50009986","GCC3274","HSC BASE DSPLY XMS","177417","30/06/2049","Good","90.00","cs","90.00","ea"
"266-065-50","50032150","GCC5749","BASE Bkg DSPLY vert","176332","30/06/2049","Good","300.00","cs","300.00","ea"
"266-066-10","50037961","GCC3273","TRAY LG SUB SHPR Litho XMS","176445","25/05/2048","Good","600.00","cs","600.00","ea"
"266-066-10","50010850","GCC101413","HSC 10ct LG SUB XMAS18 WM","165190","30/07/2048","Good","840.00","cs","840.00","ea"
"266-066-20","50006425","GCC102655","Shipper Med OPT LG Bag","175584","29/04/2049","Good","105.00","cs","105.00","ea"
"266-066-20","50006426","GCC102655","Shipper Med OPT LG Bag","175584","29/04/2049","Good","105.00","cs","105.00","ea"
"266-067-10","50035880","GCC4518","SDK MED SUB 40ct Blue","152523","30/10/2047","Good","92.00","cs","92.00","ea"
"266-067-20","50035877","GCC100652","RSC False Case Club Pallet","149343","29/06/2047","Good","19.00","cs","19.00","ea"
"266-067-20","50035878","GCC100652","RSC False Case Club Pallet","149343","29/06/2047","Good","149.00","cs","149.00","ea"
"266-068-30","50009959","GCC3274","HSC BASE DSPLY XMS","177417","30/06/2049","Good","90.00","cs","90.00","ea"
"266-068-30","50009960","GCC3274","HSC BASE DSPLY XMS","177417","30/06/2049","Good","90.00","cs","90.00","ea"
"266-070-10","50014867","GCC83966","1/Insert XL Navy Bskt ECOM","99999","31/05/2049","Good","270.00","cs","270.00","ea"
"266-070-10","50009970","GCC3274","HSC BASE DSPLY XMS","177417","30/06/2049","Good","90.00","cs","90.00","ea"
"266-070-20","50009265","GCC101262","Base Maxi Optimized display","159060","28/02/2048","Good","8.00","cs","8.00","ea"
"266-070-20","50009264","GCC101262","Base Maxi Optimized display","159060","28/02/2048","Good","8.00","cs","8.00","ea"
"266-071-10","50004338","GCC5322","BASE 72ct BR SDK XMS15","145825","30/03/2047","Good","260.00","cs","260.00","ea"
"266-071-10","50037930","GCC101865","Base Easter 88ct Shipper 2019","169664","31/05/2049","Good","270.00","cs","270.00","ea"
"266-071-20","50015736","GCC5139","PDQ LG SUB 12ct XMS","176353","30/05/2049","Good","640.00","cs","640.00","ea"
"266-071-20","50015737","GCC5139","PDQ LG SUB 12ct XMS","176353","30/05/2049","Good","640.00","cs","640.00","ea"
"266-071-30","50010118","GCC101436","Header 72ct FB Snowman XMAS18","163071","28/08/2047","Good","216.00","cs","216.00","ea"
"266-071-30","50032151","GCC5749","BASE Bkg DSPLY vert","176332","30/06/2049","Good","300.00","cs","300.00","ea"
"266-071-40","50032152","GCC5749","BASE Bkg DSPLY vert","176332","30/06/2049","Good","300.00","cs","300.00","ea"
"266-072-10","50015676","GCC6111","BASE DSPLY MXD Bunny SPR","154769","30/11/2047","Good","150.00","cs","150.00","ea"
"266-072-10","50009969","GCC3274","HSC BASE DSPLY XMS","177417","30/06/2049","Good","90.00","cs","90.00","ea"
"266-072-20","50037917","GCC5247","RSC XL SUB  6ct FDM","164922","30/06/2048","Good","300.00","cs","300.00","ea"
"266-072-30","50009940","GCC3274","HSC BASE DSPLY XMS","177417","30/06/2049","Good","90.00","cs","90.00","ea"
"266-072-30","50009941","GCC3274","HSC BASE DSPLY XMS","177417","30/06/2049","Good","90.00","cs","90.00","ea"
"266-074-10","50014354","GCC101896","Filler corner QTRPLLT Easter","168342","30/11/2048","Good","7200.00","cs","7200.00","ea"
"266-075-10","50008613","GCC3943","PL CAP QTRPL Bkg","152518","25/03/2019","Good","660.00","cs","660.00","ea"
"266-075-10","50010109","GCC2799","CASE INSERT 12ct XXL SUB","133809","29/09/2047","Good","1200.00","cs","1200.00","ea"
"266-075-20","50004364","GCC6010","RSC LG SUB XMS 12ct","147904","29/06/2047","Good","900.00","cs","900.00","ea"
"266-075-20","50004365","GCC6010","RSC LG SUB XMS 12ct","147904","29/06/2047","Good","900.00","cs","900.00","ea"
"266-075-30","50008624","GCC101214","Header Med Maxi disp caramel p","161676","30/05/2048","Good","1720.00","cs","1720.00","ea"
"266-076-10","50003226","GCC101853","HSC Med SUB SHPR 80ct WG 2018","166918","30/08/2048","Good","100.00","cs","100.00","ea"
"266-076-20","50003915","GCC3814","SUPPORT ED SUB QTRPL","164917","30/08/2048","Good","700.00","cs","700.00","ea"
"266-076-30","50009953","GCC3274","HSC BASE DSPLY XMS","177417","30/06/2049","Good","90.00","cs","90.00","ea"
"266-076-30","50009954","GCC3274","HSC BASE DSPLY XMS","177417","30/06/2049","Good","90.00","cs","90.00","ea"
"266-077-10","50008625","GCCS-4235","Uline Case 16x12x8","164639","29/06/2048","Good","100.00","cs","100.00","ea"
"266-077-20","50040440","GCC6111","BASE DSPLY MXD Bunny SPR","154769","30/11/2047","Good","150.00","cs","150.00","ea"
"266-078-10","50006077","GCC4852","INSERT SHELF 150ct DSPLY SPR","11111","31/05/2049","Good","56.00","cs","56.00","ea"
"266-078-10","50006077","GCC4852","INSERT SHELF 150ct DSPLY SPR","99999","31/05/2049","Good","53.00","cs","53.00","ea"
"266-078-10","50006085","GCC5347","SHPR COLUMN LG SUB 78ct XMS15","176446","30/05/2049","Good","110.00","cs","110.00","ea"
"266-078-10","50006085","GCC5347","SHPR COLUMN LG SUB 78ct XMS15","176446","31/05/2049","Good","110.00","cs","110.00","ea"
"266-078-20","50041722","GCC4703","HSC XSML SPR 24ct Auto","169572","31/10/2048","Good","475.00","cs","475.00","ea"
"266-079-10","50004128","GCC102327","TRAY 4-Tier Baking QTR PL","278840","31/05/2048","Good","150.00","cs","150.00","ea"
"266-079-10","50010135","GCC101184","Shipper Med Optimized Dsply","163983","30/07/2048","Good","100.00","cs","100.00","ea"
"266-079-20","50034154","GCC5284","BASE Cndymkg DSPLY Wide 48ct","152234","29/09/2047","Good","150.00","cs","150.00","ea"
"266-079-20","50010128","GCC102327","TRAY 4-Tier Baking QTR PL","278840","30/05/2049","Good","150.00","cs","150.00","ea"
"266-080-10","50002880","GCC3273","TRAY LG SUB SHPR Litho XMS","176445","30/05/2049","Good","600.00","cs","600.00","ea"
"266-080-20","50037940","GCC3809","TRAY Top ED SUB QTRPL","152321","08/09/2047","Good","350.00","cs","350.00","ea"
"266-080-20","50009805","GCC101412","PDQ 10ct LG SUB XMAS18 WM","164636","31/05/2049","Good","1100.00","cs","1100.00","ea"
"266-080-30","50017652","GCC0500","Pad 40x48 Std PL","176258","29/04/2049","Good","2500.00","cs","2500.00","ea"
"266-081-10","50009934","GCC3274","HSC BASE DSPLY XMS","177417","30/06/2049","Good","90.00","cs","90.00","ea"
"266-081-10","50009935","GCC3274","HSC BASE DSPLY XMS","177417","30/06/2049","Good","90.00","cs","90.00","ea"
"266-081-20","50009936","GCC3274","HSC BASE DSPLY XMS","177417","30/06/2049","Good","90.00","cs","90.00","ea"
"266-081-20","50009937","GCC3274","HSC BASE DSPLY XMS","177417","30/06/2049","Good","90.00","cs","90.00","ea"
"266-081-30","60063545","GCC102515","TRAY 14ct SUB-710 MVM Costco19","176307","30/06/2049","Good","225.00","cs","225.00","ea"
"266-081-30","60063544","GCC102515","TRAY 14ct SUB-710 MVM Costco19","176307","30/06/2049","Good","225.00","cs","225.00","ea"
